Depth [m],TIME,Temperature [degrees_C],Northward velocity [m s-1],Eastward velocity [m s-1],Salinity [1e-3],LAT,LON,STATION
3220.820068359375,2020-07-25 12:00:00,nan,nan,nan,nan,53.617,-55.0,SI-05
3597.031982421875,2020-07-25 12:00:00,nan,nan,nan,nan,53.617,-55.0,SI-05
3992.48388671875,2020-07-25 12:00:00,nan,nan,nan,nan,53.617,-55.0,SI-05
4405.22412109375,2020-07-25 12:00:00,nan,nan,nan,nan,53.617,-55.0,SI-05
4833.291015625,2020-07-25 12:00:00,nan,nan,nan,nan,53.617,-55.0,SI-05
5274.7841796875,2020-07-25 12:00:00,nan,nan,nan,nan,53.617,-55.0,SI-05
5727.9169921875,2020-07-25 12:00:00,nan,nan,nan,nan,53.617,-55.0,SI-05
0.49402499198913574,2020-07-25 12:00:00,8.218267903269817,-0.02075640789228592,-0.039433002733030825,32.2224085758889,53.757,-54.777,SI-06
1.5413750410079956,2020-07-25 12:00:00,8.2048794390398,-0.031132701104461296,-0.03816099047690916,32.2224085758889,53.757,-54.777,SI-06
2.6456689834594727,2020-07-25 12:00:00,8.09404693999896,-0.040288255044355556,-0.03778304278299284,32.2250098856103,53.757,-54.777,SI-06
3.8194949626922607,2020-07-25 12:00:00,7.907924023239714,-0.05026998721635624,-0.03961415334984732,32.23016877745024,53.757,-54.777,SI-06
5.078224182128906,2020-07-25 12:00:00,7.6180716919036096,-0.06384462356829321,-0.04365528805921633,32.23986469196256,53.757,-54.777,SI-06
6.440614223480225,2020-07-25 12:00:00,7.22909367398437,-0.07732403497531375,-0.05116088094345072,32.255576343746824,53.757,-54.777,SI-06
7.92956018447876,2020-07-25 12:00:00,6.784636046656752,-0.08834536452581593,-0.06073000688957475,32.27842299775289,53.757,-54.777,SI-06
9.572997093200684,2020-07-25 12:00:00,6.309650829085204,-0.09468148330141359,-0.07133872370240718,32.3078284960307,53.757,-54.777,SI-06
11.404999732971191,2020-07-25 12:00:00,5.810221170983017,-0.09598815980859597,-0.08135368024553286,32.34625621140643,53.757,-54.777,SI-06
13.467140197753906,2020-07-25 12:00:00,5.2688805798655185,-0.09322000061742394,-0.08957218969482454,32.395366427898196,53.757,-54.777,SI-06
15.810070037841797,2020-07-25 12:00:00,4.671865201441975,-0.08716757091905687,-0.09436089648187544,32.45668479279265,53.757,-54.777,SI-06
18.495559692382812,2020-07-25 12:00:00,4.0060169328639645,-0.07984312865163896,-0.09510847126596389,32.53219017551344,53.757,-54.777,SI-06
21.598819732666016,2020-07-25 12:00:00,3.2784693136708536,-0.07325893531177034,-0.09260739310178735,32.622371050514005,53.757,-54.777,SI-06
25.211410522460938,2020-07-25 12:00:00,2.5256307798061934,-0.0679120947932224,-0.08843734905807339,32.72602949743166,53.757,-54.777,SI-06
29.444730758666992,2020-07-25 12:00:00,1.798411625523953,-0.06322689503344155,-0.08369159125341018,32.84393498508738,53.757,-54.777,SI-06
34.43415069580078,2020-07-25 12:00:00,1.1571601432691343,-0.057766789021163556,-0.07858449506286955,32.97802327292523,53.757,-54.777,SI-06
40.344051361083984,2020-07-25 12:00:00,0.6464378117087896,-0.050148895723492765,-0.07324497558460104,33.1257639301986,53.757,-54.777,SI-06
47.37369155883789,2020-07-25 12:00:00,0.2866993416467453,-0.04094796061150481,-0.06609096150540483,33.28453475029229,53.757,-54.777,SI-06
55.76428985595703,2020-07-25 12:00:00,0.08653517272824912,-0.03011271221254342,-0.058042885963435244,33.44310801372266,53.757,-54.777,SI-06
65.80726623535156,2020-07-25 12:00:00,0.04635675443898449,-0.018960544654883418,-0.04906848363583138,33.588650111955374,53.757,-54.777,SI-06
77.85385131835938,2020-07-25 12:00:00,0.14862586567548025,-0.007464123057754969,-0.039467098887396905,33.719916204092954,53.757,-54.777,SI-06
92.3260726928711,2020-07-25 12:00:00,0.3683437236198529,0.004659281070352048,-0.029290969367946288,33.84067810197394,53.757,-54.777,SI-06
109.72930145263672,2020-07-25 12:00:00,0.718186843463747,0.016258743335267875,-0.017610405097338824,33.97482236248342,53.757,-54.777,SI-06
130.66600036621094,2020-07-25 12:00:00,1.3412423262412831,0.024389411398428686,-0.005831164126789897,34.17177264797201,53.757,-54.777,SI-06
155.85069274902344,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
186.12559509277344,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
222.47520446777344,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
266.0403137207031,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
318.1274108886719,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
380.2130126953125,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
453.9377136230469,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
541.0889282226562,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
643.5667724609375,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
763.3331298828125,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
902.3392944335938,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
1062.43994140625,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
1245.291015625,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
1452.2509765625,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
1684.2840576171875,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
1941.8929443359375,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
2225.077880859375,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
2533.3359375,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
2865.702880859375,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
3220.820068359375,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
3597.031982421875,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
3992.48388671875,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
4405.22412109375,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
4833.291015625,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
5274.7841796875,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
5727.9169921875,2020-07-25 12:00:00,nan,nan,nan,nan,53.757,-54.777,SI-06
0.49402499198913574,2020-07-25 12:00:00,7.888249876200892,0.00785211750818558,0.02324514347168201,32.263857673851426,53.917,-54.5,SI-07
1.5413750410079956,2020-07-25 12:00:00,7.872851505488915,-0.0019162377193966444,0.02507868624289483,32.263857673851426,53.917,-54.5,SI-07
2.6456689834594727,2020-07-25 12:00:00,7.75412529789354,-0.011071790553669029,0.025689056431846324,32.26691552719007,53.917,-54.5,SI-07
3.8194949626922607,2020-07-25 12:00:00,7.56734907916648,-0.02144565156148605,0.023860378069350194,32.27453884139599,53.917,-54.5,SI-07
5.078224182128906,2020-07-25 12:00:00,7.286119685459463,-0.03426342552946739,0.02019815693564124,32.28827175155224,53.917,-54.5,SI-07
6.440614223480225,2020-07-25 12:00:00,6.90237754999092,-0.04830193986050717,0.014096887250484667,32.30963405623974,53.917,-54.5,SI-07
7.92956018447876,2020-07-25 12:00:00,6.457851247217234,-0.060504479260509406,0.004335828635977484,32.337109756374026,53.917,-54.5,SI-07
9.572997093200684,2020-07-25 12:00:00,5.974501762963956,-0.06782892523837306,-0.006038032371839537,32.37373693044937,53.917,-54.5,SI-07
11.404999732971191,2020-07-25 12:00:00,5.4552256618053585,-0.07088077245784023,-0.016414325584014906,32.41951331283769,53.917,-54.5,SI-07
13.467140197753906,2020-07-25 12:00:00,4.87729165614419,-0.06904965816569544,-0.025565014009570595,32.4759928728414,53.917,-54.5,SI-07
15.810070037841797,2020-07-25 12:00:00,4.223850120692165,-0.06355633019042232,-0.031058345710134026,32.544681760124824,53.917,-54.5,SI-07
18.495559692382812,2020-07-25 12:00:00,3.4971100414315393,-0.056839825907597556,-0.03349739426158165,32.62711951771162,53.917,-54.5,SI-07
21.598819732666016,2020-07-25 12:00:00,2.734460860402774,-0.0501257538142866,-0.032884591868271806,32.721770371672946,53.917,-54.5,SI-07
25.211410522460938,2020-07-25 12:00:00,1.9930840254672053,-0.044629989939053906,-0.031051049097058983,32.82253691711076,53.917,-54.5,SI-07
29.444730758666992,2020-07-25 12:00:00,1.325027167840501,-0.040352534192832225,-0.029219938530204506,32.92940317867713,53.917,-54.5,SI-07
34.43415069580078,2020-07-25 12:00:00,0.7632803648079216,-0.03668544865040658,-0.028607136136894664,33.04085695678404,53.917,-54.5,SI-07
40.344051361083984,2020-07-25 12:00:00,0.3283397622452224,-0.03179762273007794,-0.028607136136894664,33.158408170190604,53.917,-54.5,SI-07
47.37369155883789,2020-07-25 12:00:00,0.03406197824580524,-0.02690736460539096,-0.028609568341253014,33.286591893338205,53.917,-54.5,SI-07
