Depth [m],TIME,Temperature [degrees_C],LAT,LON,STATION
0.49402499198913574,2004-07-30 12:00:00,9.280068777278561,53.233000000000004,-55.65,SI-01
1.5413750410079956,2004-07-30 12:00:00,9.193034628438902,53.233000000000004,-55.65,SI-01
2.6456689834594727,2004-07-30 12:00:00,8.986131429491131,53.233000000000004,-55.65,SI-01
3.8194949626922607,2004-07-30 12:00:00,8.70421486156408,53.233000000000004,-55.65,SI-01
5.078224182128906,2004-07-30 12:00:00,8.349618041275173,53.233000000000004,-55.65,SI-01
6.440614223480225,2004-07-30 12:00:00,7.915919375475006,53.233000000000004,-55.65,SI-01
7.92956018447876,2004-07-30 12:00:00,7.425310932782684,53.233000000000004,-55.65,SI-01
9.572997093200684,2004-07-30 12:00:00,6.819332438903757,53.233000000000004,-55.65,SI-01
11.404999732971191,2004-07-30 12:00:00,6.156376008083608,53.233000000000004,-55.65,SI-01
13.467140197753906,2004-07-30 12:00:00,5.390774967218247,53.233000000000004,-55.65,SI-01
15.810070037841797,2004-07-30 12:00:00,4.530748723111429,53.233000000000004,-55.65,SI-01
18.495559692382812,2004-07-30 12:00:00,3.8084646091272134,53.233000000000004,-55.65,SI-01
21.598819732666016,2004-07-30 12:00:00,3.083692599520324,53.233000000000004,-55.65,SI-01
25.211410522460938,2004-07-30 12:00:00,2.8818988460899146,53.233000000000004,-55.65,SI-01
29.444730758666992,2004-07-30 12:00:00,1.940602338778625,53.233000000000004,-55.65,SI-01
34.43415069580078,2004-07-30 12:00:00,1.0847396099785138,53.233000000000004,-55.65,SI-01
40.344051361083984,2004-07-30 12:00:00,0.7355257525148903,53.233000000000004,-55.65,SI-01
47.37369155883789,2004-07-30 12:00:00,0.4880645555155297,53.233000000000004,-55.65,SI-01
55.76428985595703,2004-07-30 12:00:00,-0.04199747742339863,53.233000000000004,-55.65,SI-01
65.80726623535156,2004-07-30 12:00:00,nan,53.233000000000004,-55.65,SI-01
77.85385131835938,2004-07-30 12:00:00,nan,53.233000000000004,-55.65,SI-01
92.3260726928711,2004-07-30 12:00:00,nan,53.233000000000004,-55.65,SI-01
109.72930145263672,2004-07-30 12:00:00,nan,53.233000000000004,-55.65,SI-01
130.66600036621094,2004-07-30 12:00:00,nan,53.233000000000004,-55.65,SI-01
155.85069274902344,2004-07-30 12:00:00,nan,53.233000000000004,-55.65,SI-01
186.12559509277344,2004-07-30 12:00:00,nan,53.233000000000004,-55.65,SI-01
222.47520446777344,2004-07-30 12:00:00,nan,53.233000000000004,-55.65,SI-01
266.0403137207031,2004-07-30 12:00:00,nan,53.233000000000004,-55.65,SI-01
318.1274108886719,2004-07-30 12:00:00,nan,53.233000000000004,-55.65,SI-01
380.2130126953125,2004-07-30 12:00:00,nan,53.233000000000004,-55.65,SI-01
453.9377136230469,2004-07-30 12:00:00,nan,53.233000000000004,-55.65,SI-01
541.0889282226562,2004-07-30 12:00:00,nan,53.233000000000004,-55.65,SI-01
643.5667724609375,2004-07-30 12:00:00,nan,53.233000000000004,-55.65,SI-01
763.3331298828125,2004-07-30 12:00:00,nan,53.233000000000004,-55.65,SI-01
902.3392944335938,2004-07-30 12:00:00,nan,53.233000000000004,-55.65,SI-01
1062.43994140625,2004-07-30 12:00:00,nan,53.233000000000004,-55.65,SI-01
1245.291015625,2004-07-30 12:00:00,nan,53.233000000000004,-55.65,SI-01
